acc	feature	start..end	content_fraction	content_count	 length
P22179	prediction-lip-anchor	103..108	0.042	6	
P22179	prediction-disorder-th_50	1..5,128..144	0.153	22	
P22179	prediction-low_complexity-merge	100..114	0.104	15	
P22179	homology-domain-merge	7..144	0.958	138	
P22179	prediction-transmembrane-uniprot	104..122	0.13194444444444445	19	
P22179	curated-disorder-disprot	1..58	0.403	58	
P22179	curated-disorder-merge	1..58	0.403	58	
P22179	curated-disorder-priority	1..58	0.403	58	
P22179	curated-lip-disprot	1..58	0.403	58	
P22179	curated-lip-merge	1..58	0.403	58	
P22179	curated-lip-priority	1..58	0.403	58	
P22179	derived-binding_mode_disorder_to_disorder-mobi	1..58	0.403	58	
P22179	derived-binding_mode_disorder_to_disorder-priority	1..58	0.403	58	
P22179	derived-binding_mode_disorder_to_order-mobi	128..144	0.118	17	
P22179	derived-binding_mode_disorder_to_order-priority	128..144	0.118	17	
P22179	derived-lip-merge	78..83,92..101,119..127	0.174	25	
P22179	derived-missing_residues-th_90	1..58	0.403	58	
P22179	derived-missing_residues_context_dependent-th_90	128..144	0.118	17	
P22179	derived-observed-priority	59..127	0.479	69	
P22179	derived-observed-th_90	59..127	0.479	69	
P22179	prediction-lip-priority	103..108	0.042	6	
P0A311	homology-domain-pfam	22..54	0.559	33	
P0A311	prediction-disorder-vsl	1..7,54..59	0.22	13	
P0A311	prediction-disorder-espX	1..5,56..59	0.153	9	
P0A311	prediction-disorder-iups	1..8,56..59	0.203	12	
P0A311	prediction-disorder-espD	1..59	1	59	
P0A311	prediction-disorder-dis465	1..7,55..59	0.203	12	
P0A311	prediction-disorder-disHL	1..3,5..6,8..8,14..25,42..52,57..59	0.542	32	
P0A311	prediction-disorder-espN	1..5,17..23,57..57	0.22	13	
P0A311	prediction-disorder-glo	1..2,7..7,9..10,18..29,50..50,53..54,57..57	0.356	21	
P0A311	prediction-disorder-th_50	1..7,56..59	0.186	11	
P0A311	homology-domain-merge	22..54	0.559	33	
P0A311	curated-disorder-disprot	19..38	0.339	20	
P0A311	curated-disorder-merge	19..38	0.339	20	
P0A311	curated-disorder-priority	19..38	0.339	20	
P0A311	curated-lip-disprot	19..38	0.339	20	
P0A311	curated-lip-merge	19..38	0.339	20	
P0A311	curated-lip-priority	19..38	0.339	20	
P0A311	derived-mobile-th_90	19..38,43..47,58..59	0.458	27	
P0A311	derived-mobile_context_dependent-th_90	39..42,48..57	0.237	14	
P0A311	derived-observed-priority	39..59	0.356	21	
P0A311	derived-observed-th_90	19..59	0.695	41	
A1B8N7	prediction-disorder-espX	1..13,180..188	0.117	22	
A1B8N7	prediction-disorder-dis465	1..8,65..71,180..183,185..188	0.122	23	
A1B8N7	prediction-disorder-disHL	1..10,136..154,182..183,185..188	0.186	35	
A1B8N7	prediction-disorder-espN	1..11,185..188	0.08	15	
A1B8N7	prediction-disorder-glo	1..1,4..5,7..7,9..10,181..181,187..188	0.048	9	
A1B8N7	prediction-disorder-iups	1..4,184..188	0.048	9	
A1B8N7	prediction-low_complexity-seg	82..98	0.09	17	
A1B8N7	prediction-disorder-jronn	1..2,36..43,61..68,124..133,170..187	0.245	46	
A1B8N7	prediction-disorder-vsl	1..7,30..79,127..147,167..188	0.532	100	
A1B8N7	homology-domain-pfam	13..184	0.915	172	
A1B8N7	homology-domain-gene3d	13..106	0.5	94	
A1B8N7	prediction-disorder-th_50	1..7,181..183,185..188	0.074	14	
A1B8N7	prediction-low_complexity-merge	82..98	0.09	17	
A1B8N7	homology-domain-merge	13..184	0.915	172	
A1B8N7	curated-disorder-disprot	116..188	0.388	73	
A1B8N7	curated-disorder-merge	116..188	0.388	73	
A1B8N7	curated-disorder-priority	116..188	0.388	73	
A1B8N7	derived-binding_mode_disorder_to_disorder-mobi	1..5,116..188	0.415	78	
A1B8N7	derived-binding_mode_disorder_to_disorder-priority	1..5,116..188	0.415	78	
A1B8N7	derived-missing_residues-priority	1..5	0.027	5	
A1B8N7	derived-missing_residues-th_90	1..5,116..188	0.415	78	
A1B8N7	derived-observed-priority	6..115	0.585	110	
A1B8N7	derived-observed-th_90	6..115	0.585	110	
Q84ZX5	prediction-disorder-iupl	84..132	0.371	49	
Q84ZX5	prediction-disorder-espN	1..3,36..36,64..68,76..132	0.5	66	
Q84ZX5	prediction-disorder-dis465	1..4,35..42,57..65,81..132	0.553	73	
Q84ZX5	prediction-disorder-disHL	1..5,29..45,59..65,117..132	0.341	45	
Q84ZX5	prediction-disorder-iups	85..132	0.364	48	
Q84ZX5	prediction-low_complexity-pfilt	86..99	0.106	14	
Q84ZX5	prediction-low_complexity-seg	40..50,80..130	0.47	62	
Q84ZX5	prediction-disorder-jronn	28..43,74..132	0.568	75	
Q84ZX5	prediction-disorder-espD	36..132	0.735	97	
Q84ZX5	prediction-disorder-glo	4..4,34..43,73..130	0.523	69	
Q84ZX5	prediction-disorder-espX	1..6,25..37,61..132	0.689	91	
Q84ZX5	prediction-disorder-vsl	1..3,27..132	0.826	109	
Q84ZX5	homology-domain-gene3d	25..77	0.402	53	
Q84ZX5	prediction-lip-anchor	9..18,72..75,119..122	0.136	18	
Q84ZX5	prediction-disorder-mobidb_lite	81..132	0.394	52	
Q84ZX5	prediction-proline_rich-mobidb_lite_sub	82..132	0.386	51	
Q84ZX5	prediction-disorder-th_50	1..3,34..43,61..65,74..132	0.583	77	
Q84ZX5	prediction-low_complexity-merge	40..50,80..130	0.47	62	
Q84ZX5	homology-domain-merge	25..77	0.402	53	
Q84ZX5	curated-disorder-disprot	81..132	0.394	52	
Q84ZX5	curated-disorder-merge	81..132	0.394	52	
Q84ZX5	curated-disorder-priority	81..132	0.394	52	
Q84ZX5	curated-lip-disprot	81..132	0.394	52	
Q84ZX5	curated-lip-merge	81..132	0.394	52	
Q84ZX5	curated-lip-priority	81..132	0.394	52	
Q84ZX5	derived-mobile_context_dependent-th_90	25..132	0.818	108	
Q84ZX5	derived-observed-priority	25..80	0.424	56	
Q84ZX5	derived-observed-th_90	25..132	0.818	108	
Q84ZX5	prediction-lip-priority	9..18,72..75	0.106	14	
P24937	prediction-disorder-glo	2..2,4..4,7..7,11..61,105..134,162..168,175..197,218..226,242..242	0.496	124	
P24937	prediction-disorder-iupl	17..23,55..55,58..60,62..76,78..79,82..82,95..95,98..228	0.644	161	
P24937	prediction-disorder-iups	1..8,70..70,102..173,176..219,222..223,247..250	0.524	131	
P24937	prediction-disorder-espX	1..17,100..147,247..250	0.276	69	
P24937	prediction-disorder-espN	1..35,99..151,155..197,212..224,250..250	0.58	145	
P24937	prediction-low_complexity-seg	109..126,205..223	0.148	37	
P24937	prediction-disorder-jronn	1..2,8..15,54..78,95..157,175..237,248..248	0.648	162	
P24937	prediction-disorder-vsl	1..6,13..15,54..63,67..74,90..237,246..250	0.72	180	
P24937	prediction-disorder-dis465	1..4,63..63,109..139,141..141,208..222,244..250	0.236	59	
P24937	prediction-disorder-disHL	1..3,5..6,8..17,102..152,189..246,248..250	0.508	127	
P24937	curated-disorder-uniprot	105..225	0.484	121	
P24937	homology-domain-pfam	6..250	0.98	245	
P24937	prediction-lip-anchor	36..44,78..106,139..185,194..215,231..250	0.508	127	
P24937	prediction-disorder-mobidb_lite	102..147	0.184	46	
P24937	prediction-polyampholyte-mobidb_lite_sub	125..143	0.076	19	
P24937	prediction-disorder-th_50	1..6,8..8,11..15,17..17,100..152,155..157,162..168,175..226,248..250	0.524	131	
P24937	prediction-low_complexity-merge	109..126,205..223	0.148	37	
P24937	homology-domain-merge	6..249	0.976	244	
P24937	curated-disorder-disprot	1..51,158..250	0.576	144	
P24937	curated-disorder-merge	1..51,158..250	0.576	144	
P24937	curated-disorder-priority	1..51,158..250	0.576	144	
P24937	curated-lip-disprot	1..51,158..250	0.576	144	
P24937	curated-lip-merge	1..51,158..250	0.576	144	
P24937	curated-lip-priority	1..51,158..250	0.576	144	
P24937	derived-binding_mode_disorder_to_disorder-mobi	1..4,34..108,117..118,144..250	0.752	188	
P24937	derived-binding_mode_disorder_to_disorder-priority	1..4,34..108,117..118,144..250	0.752	188	
P24937	derived-lip-merge	6..29	0.096	24	
P24937	derived-lip-th_90	6..29	0.096	24	
P24937	derived-missing_residues-priority	52..108,117..118,144..157	0.292	73	
P24937	derived-missing_residues-th_90	1..4,34..108,117..118,144..250	0.752	188	
P24937	derived-missing_residues_context_dependent-th_90	5..5	0.004	1	
P24937	derived-observed-priority	109..116,119..143	0.132	33	
P24937	derived-observed-th_90	6..33,109..116,119..143	0.244	61	
P24937	prediction-lip-priority	78..106,139..157	0.192	48	
P80870	prediction-lip-anchor	75..76,111..130	0.169	22	
P80870	prediction-disorder-iupl	75..107,109..109,130..130	0.269	35	
P80870	prediction-low_complexity-seg	81..96	0.123	16	
P80870	prediction-disorder-vsl	1..6,65..130	0.554	72	
P80870	prediction-disorder-glo	7..8,121..122,125..125	0.038	5	
P80870	prediction-disorder-iups	1..3,76..109,124..130	0.338	44	
P80870	prediction-disorder-espX	1..5,74..109,120..130	0.4	52	
P80870	prediction-disorder-espD	30..130	0.777	101	
P80870	prediction-disorder-dis465	1..4,7..8,77..105,123..123,125..130	0.323	42	
P80870	prediction-disorder-disHL	1..16,52..57,66..111,116..116,118..130	0.631	82	
P80870	prediction-disorder-espN	1..4,83..109,123..130	0.3	39	
P80870	prediction-disorder-jronn	73..109	0.285	37	
P80870	homology-domain-pfam	4..77	0.569	74	
P80870	prediction-disorder-mobidb_lite	76..109	0.262	34	
P80870	prediction-polyampholyte-mobidb_lite_sub	82..96	0.115	15	
P80870	prediction-disorder-th_50	1..4,74..109,121..130	0.385	50	
P80870	prediction-low_complexity-merge	81..96	0.123	16	
P80870	homology-domain-merge	4..77	0.569	74	
P80870	curated-disorder-disprot	81..130	0.385	50	
P80870	curated-disorder-merge	81..130	0.385	50	
P80870	curated-disorder-priority	81..130	0.385	50	
P80870	derived-mobile_context_dependent-th_90	1..130	1	130	
P80870	derived-observed-priority	1..80	0.615	80	
P80870	derived-observed-th_90	1..130	1	130	
P80870	prediction-lip-priority	75..76,111..130	0.169	22	
P0A882	curated-conformational_diversity-codnas	2..108	0.991	107	
P0A882	curated-conformational_diversity-merge	2..108	0.991	107	
P0A882	curated-disorder-disprot	2..16,63..92	0.417	45	
P0A882	curated-disorder-merge	2..16,63..92	0.417	45	
P0A882	curated-disorder-priority	2..16,63..92	0.417	45	
P0A882	derived-binding_mode_disorder_to_order-mobi	2..3	0.019	2	
P0A882	derived-binding_mode_disorder_to_order-priority	2..3	0.019	2	
P0A882	derived-missing_residues_context_dependent-th_90	2..3	0.019	2	
P0A882	derived-mobile_context_dependent-th_90	1..108	1	108	
P0A882	derived-observed-priority	1..1,17..62,93..108	0.583	63	
P0A882	derived-observed-th_90	1..1,4..108	0.981	106	
P0A882	homology-domain-gene3d	8..108	0.935	101	
P0A882	homology-domain-merge	8..108	0.935	101	
P0A882	homology-domain-pfam	17..102	0.796	86	
Q9V452	homology-domain-pfam	19..83	0.464	65	
Q9V452	homology-domain-gene3d	5..98	0.671	94	
Q9V452	prediction-disorder-vsl	1..30,65..73,103..140	0.55	77	
Q9V452	prediction-disorder-iups	1..18,111..140	0.343	48	
Q9V452	prediction-disorder-espD	2..3,83..140	0.429	60	
Q9V452	prediction-disorder-dis465	1..13,114..140	0.286	40	
Q9V452	prediction-disorder-disHL	1..24,33..35,111..125,129..140	0.386	54	
Q9V452	prediction-disorder-espN	1..14,109..140	0.329	46	
Q9V452	prediction-disorder-iupl	1..17,64..64,66..71,73..75,77..79,111..140	0.429	60	
Q9V452	prediction-disorder-glo	1..1,3..3,5..5,7..8,11..15,114..131,133..133,135..135,137..138	0.229	32	
Q9V452	prediction-disorder-espX	1..17,104..140	0.386	54	
Q9V452	prediction-low_complexity-pfilt	116..140	0.179	25	
Q9V452	prediction-low_complexity-seg	117..140	0.171	24	
Q9V452	prediction-disorder-jronn	1..25,108..140	0.414	58	
Q9V452	prediction-lip-anchor	22..23,41..58,89..99,104..111	0.279	39	
Q9V452	prediction-disorder-mobidb_lite	111..140	0.214	30	
Q9V452	prediction-negative_polyelectrolyte-mobidb_lite_sub	118..140	0.164	23	
Q9V452	prediction-disorder-th_50	1..17,109..140	0.35	49	
Q9V452	homology-domain-merge	5..98	0.671	94	
Q9V452	prediction-low_complexity-merge	116..139	0.171	24	
Q9V452	curated-disorder-disprot	1..28,101..140	0.486	68	
Q9V452	curated-disorder-merge	1..28,101..140	0.486	68	
Q9V452	curated-disorder-priority	1..28,101..140	0.486	68	
Q9V452	derived-binding_mode_disorder_to_disorder-mobi	1..28,101..140	0.486	68	
Q9V452	derived-binding_mode_disorder_to_disorder-priority	1..28,101..140	0.486	68	
Q9V452	derived-binding_mode_disorder_to_order-mobi	29..35,99..100	0.064	9	
Q9V452	derived-binding_mode_disorder_to_order-priority	29..35,99..100	0.064	9	
Q9V452	derived-lip-merge	29..60	0.229	32	
Q9V452	derived-lip-priority	29..57	0.207	29	
Q9V452	derived-lip-th_90	29..57	0.207	29	
Q9V452	derived-missing_residues-th_90	1..28,101..140	0.486	68	
Q9V452	derived-missing_residues_context_dependent-th_90	29..35,99..100	0.064	9	
Q9V452	derived-observed-priority	36..98	0.45	63	
Q9V452	derived-observed-th_90	36..98	0.45	63	
Q9V452	prediction-lip-priority	22..23,58..58,89..99,104..111	0.157	22	
Q97QZ2	prediction-disorder-vsl	1..8,30..40,100..106,151..158	0.215	34	
Q97QZ2	prediction-disorder-iups	1..8,156..158	0.07	11	
Q97QZ2	prediction-disorder-espX	1..11,155..158	0.095	15	
Q97QZ2	prediction-disorder-dis465	1..4,8..8,34..40,152..152,154..158	0.114	18	
Q97QZ2	prediction-disorder-disHL	1..19,23..36,38..41,62..66,99..110,131..131,133..134,152..153,157..158	0.386	61	
Q97QZ2	prediction-disorder-espN	1..11,30..41,155..158	0.171	27	
Q97QZ2	prediction-disorder-jronn	1..1	0.006	1	
Q97QZ2	prediction-disorder-glo	2..2,4..4,7..7,33..35,103..107,110..110,151..151	0.082	13	
Q97QZ2	homology-domain-pfam	6..58	0.335	53	
Q97QZ2	homology-domain-gene3d	1..69,70..158	1	158	
Q97QZ2	prediction-disorder-th_50	1..8,34..35,156..158	0.082	13	
Q97QZ2	homology-domain-merge	1..158	1	158	
Q97QZ2	curated-disorder-disprot	1..63	0.399	63	
Q97QZ2	curated-disorder-merge	1..63	0.399	63	
Q97QZ2	curated-disorder-priority	1..63	0.399	63	
Q97QZ2	derived-binding_mode_disorder_to_disorder-mobi	1..63	0.399	63	
Q97QZ2	derived-binding_mode_disorder_to_disorder-priority	1..63	0.399	63	
Q97QZ2	derived-binding_mode_disorder_to_order-mobi	64..66	0.019	3	
Q97QZ2	derived-binding_mode_disorder_to_order-priority	64..66	0.019	3	
Q97QZ2	derived-missing_residues-th_90	1..63	0.399	63	
Q97QZ2	derived-missing_residues_context_dependent-th_90	64..66	0.019	3	
Q97QZ2	derived-observed-priority	67..158	0.582	92	
Q97QZ2	derived-observed-th_90	67..158	0.582	92	
P01252	prediction-low_complexity-pfilt	38..81	0.4	44	
P01252	prediction-disorder-iups	1..110	1	110	
P01252	prediction-disorder-espX	1..110	1	110	
P01252	prediction-low_complexity-seg	18..85,92..110	0.791	87	
P01252	prediction-disorder-jronn	1..110	1	110	
P01252	prediction-disorder-vsl	1..110	1	110	
P01252	prediction-disorder-glo	1..2,6..10,32..43,70..76,99..100,105..106,108..110	0.3	33	
P01252	prediction-disorder-iupl	1..110	1	110	
P01252	prediction-disorder-espD	1..110	1	110	
P01252	prediction-disorder-dis465	1..12,18..110	0.955	105	
P01252	prediction-disorder-disHL	1..22,25..79,84..110	0.945	104	
P01252	prediction-disorder-espN	1..110	1	110	
P01252	homology-domain-pfam	2..109	0.982	108	
P01252	prediction-lip-anchor	1..57,75..99	0.745	82	
P01252	prediction-disorder-mobidb_lite	1..110	1	110	
P01252	prediction-polyampholyte-mobidb_lite_sub	12..29,82..110	0.427	47	
P01252	prediction-negative_polyelectrolyte-mobidb_lite_sub	44..81	0.345	38	
P01252	prediction-disorder-th_50	1..110	1	110	
P01252	prediction-low_complexity-merge	18..85,92..109	0.782	86	
P01252	homology-domain-merge	2..109,110..109	0.982	108	
P01252	curated-disorder-disprot	1..110	1	110	
P01252	curated-disorder-merge	1..110	1	110	
P01252	curated-disorder-priority	1..110	1	110	
P01252	homology-lip-dibs	39..53	0.136	15	
P01252	homology-lip-merge	39..53	0.136	15	
P01252	homology-lip-priority	39..53	0.136	15	
P01252	prediction-lip-priority	1..38,54..57,75..99	0.609	67	
Q9DCL8	prediction-lip-anchor	1..21,41..41,47..71,75..88,93..111,141..168,177..206	0.67	138	
Q9DCL8	prediction-low_complexity-seg	165..182	0.087	18	
Q9DCL8	prediction-disorder-dis465	1..8,18..34,41..45,89..91,108..138,168..206	0.5	103	
Q9DCL8	prediction-disorder-disHL	1..36,41..49,58..65,106..135,147..156,175..186,188..206	0.602	124	
Q9DCL8	prediction-disorder-vsl	1..50,61..206	0.951	196	
Q9DCL8	prediction-disorder-glo	3..4,6..6,9..10,19..30,64..92,123..130,184..196,202..202,204..206	0.345	71	
Q9DCL8	prediction-disorder-espX	1..33,80..206	0.777	160	
Q9DCL8	prediction-disorder-espN	1..48,55..97,106..152,159..206	0.903	186	
Q9DCL8	prediction-disorder-iups	1..43,66..66,68..69,75..95,97..143,164..206	0.762	157	
Q9DCL8	prediction-disorder-iupl	1..3,6..45,47..55,59..146,149..149,154..154,157..206	0.932	192	
Q9DCL8	prediction-disorder-espD	1..206	1	206	
Q9DCL8	prediction-disorder-jronn	1..50,74..148,157..206	0.85	175	
Q9DCL8	homology-domain-pfam	46..173	0.621	128	
Q9DCL8	prediction-disorder-mobidb_lite	1..36,75..143,164..206	0.718	148	
Q9DCL8	prediction-polyampholyte-mobidb_lite_sub	109..143	0.17	35	
Q9DCL8	prediction-negative_polyelectrolyte-mobidb_lite_sub	167..181	0.073	15	
Q9DCL8	prediction-polar-mobidb_lite_sub	183..206	0.117	24	
Q9DCL8	prediction-disorder-th_50	1..49,61..152,154..154,157..206	0.932	192	
Q9DCL8	prediction-low_complexity-merge	165..182	0.087	18	
Q9DCL8	homology-domain-merge	46..173	0.621	128	
Q9DCL8	curated-binding_mode_disorder_to_disorder-fuzdb	1..11,18..43,57..129,169..206	0.718	148	
Q9DCL8	curated-binding_mode_disorder_to_disorder-merge	1..11,18..43,57..129,169..206	0.718	148	
Q9DCL8	curated-binding_mode_disorder_to_disorder-priority	1..11,18..43,57..129,169..206	0.718	148	
Q9DCL8	curated-disorder-disprot	1..206	1	206	
Q9DCL8	curated-disorder-merge	1..206	1	206	
Q9DCL8	curated-disorder-priority	1..206	1	206	
Q9DCL8	curated-lip-dibs	12..169	0.767	158	
Q9DCL8	curated-lip-disprot	1..206	1	206	
Q9DCL8	curated-lip-elm	12..17	0.029	6	
Q9DCL8	curated-lip-merge	1..206	1	206	
Q9DCL8	curated-lip-priority	1..206	1	206	
Q9DCL8	derived-binding_mode_disorder_to_disorder-mobi	1..11,18..43,57..129,170..206	0.714	147	
Q9DCL8	derived-binding_mode_disorder_to_order-mobi	169..169	0.005	1	
Q9DCL8	derived-lip-merge	12..17,44..56,136..167	0.248	51	
Q9DCL8	derived-lip-th_90	12..17,44..56,136..166	0.243	50	
Q9DCL8	derived-missing_residues-th_90	1..11,18..43,57..129,170..206	0.714	147	
Q9DCL8	derived-missing_residues_context_dependent-th_90	169..169	0.005	1	
Q9DCL8	derived-observed-th_90	12..17,44..56,130..168	0.282	58	
P41236	prediction-lip-anchor	1..18,25..28,46..71,75..117,140..167,173..182,199..205	0.663	136	
P41236	prediction-low_complexity-seg	117..133,167..173	0.117	24	
P41236	prediction-disorder-dis465	1..8,19..44,79..89,116..138,168..205	0.517	106	
P41236	prediction-disorder-disHL	1..39,41..47,56..65,112..133,145..154,167..167,177..177,179..205	0.571	117	
P41236	prediction-disorder-vsl	1..54,57..205	0.99	203	
P41236	prediction-disorder-glo	3..4,6..6,9..10,64..85,124..129,183..195,199..199,203..205	0.244	50	
P41236	prediction-disorder-espX	1..27,102..205	0.639	131	
P41236	prediction-disorder-espN	1..47,55..96,105..153,156..205	0.917	188	
P41236	prediction-disorder-iups	1..43,65..65,67..68,74..94,97..97,103..103,111..142,163..205	0.702	144	
P41236	prediction-disorder-iupl	1..3,6..53,61..144,156..205	0.902	185	
P41236	prediction-disorder-espD	1..205	1	205	
P41236	prediction-disorder-jronn	1..49,69..104,106..147,156..205	0.863	177	
P41236	homology-domain-pfam	45..172	0.624	128	
P41236	prediction-disorder-mobidb_lite	1..44,111..142,163..205	0.58	119	
P41236	prediction-polar-mobidb_lite_sub	14..30,181..205	0.205	42	
P41236	prediction-negative_polyelectrolyte-mobidb_lite_sub	166..180	0.073	15	
P41236	prediction-disorder-th_50	1..47,61..97,102..153,156..205	0.907	186	
P41236	prediction-low_complexity-merge	117..133,167..173	0.117	24	
P41236	homology-domain-merge	45..172	0.624	128	
P41236	curated-disorder-disprot	9..164	0.761	156	
P41236	curated-disorder-merge	9..164	0.761	156	
P41236	curated-disorder-priority	9..164	0.761	156	
P41236	curated-lip-disprot	9..164	0.761	156	
P41236	curated-lip-elm	12..17	0.029	6	
P41236	curated-lip-merge	9..164	0.761	156	
P41236	curated-lip-priority	9..164	0.761	156	
P41236	prediction-disorder-priority	1..8,165..205	0.239	49	
P41236	prediction-lip-priority	1..8,165..167,173..182,199..205	0.137	28	
O73557	homology-domain-pfam	27..76	0.505	50	
O73557	homology-domain-gene3d	39..73	0.354	35	
O73557	prediction-low_complexity-seg	44..58,77..89	0.283	28	
O73557	prediction-disorder-iupl	1..19,77..99	0.424	42	
O73557	prediction-disorder-jronn	1..23,69..99	0.545	54	
O73557	prediction-disorder-vsl	1..21,66..99	0.556	55	
O73557	prediction-disorder-glo	1..2,8..8,11..27,67..90,93..95,97..99	0.505	50	
O73557	prediction-disorder-espX	1..19,74..99	0.455	45	
O73557	prediction-disorder-espD	1..99	1	99	
O73557	prediction-disorder-dis465	1..15,76..93,95..99	0.384	38	
O73557	prediction-disorder-disHL	1..18,71..99	0.475	47	
O73557	prediction-disorder-espN	1..27,71..99	0.566	56	
O73557	prediction-disorder-iups	1..20,78..99	0.424	42	
O73557	prediction-lip-anchor	52..58	0.071	7	
O73557	prediction-disorder-mobidb_lite	74..99	0.263	26	
O73557	prediction-disorder-th_50	1..21,71..99	0.505	50	
O73557	homology-domain-merge	27..76	0.505	50	
O73557	prediction-low_complexity-merge	44..58,77..89	0.283	28	
O73557	curated-disorder-disprot	1..29,71..99	0.586	58	
O73557	curated-disorder-merge	1..29,71..99	0.586	58	
O73557	curated-disorder-priority	1..29,71..99	0.586	58	
O73557	curated-lip-elm	1..7,80..85	0.131	13	
O73557	curated-lip-merge	1..7,80..85	0.131	13	
O73557	curated-lip-priority	1..7,80..85	0.131	13	
O73557	derived-missing_residues_context_dependent-th_90	76..77	0.02	2	
O73557	derived-mobile-th_90	1..8,93..99	0.152	15	
O73557	derived-mobile_context_dependent-th_90	9..92	0.848	84	
O73557	derived-observed-priority	30..70	0.414	41	
O73557	derived-observed-th_90	1..75,78..99	0.98	97	
O73557	prediction-lip-priority	52..58	0.071	7	
Q885L4	prediction-lip-anchor	89..98,130..137	0.131	18	
Q885L4	homology-domain-pfam	7..132	0.92	126	
Q885L4	prediction-disorder-iupl	100..100,102..127,130..131	0.212	29	
Q885L4	prediction-disorder-vsl	1..5,26..32,80..85,91..137	0.474	65	
Q885L4	prediction-disorder-espX	101..137	0.27	37	
Q885L4	prediction-disorder-dis465	1..3,5..5,27..29,102..132,134..137	0.307	42	
Q885L4	prediction-disorder-disHL	1..3,5..6,8..12,23..26,47..47,61..64,97..137	0.438	60	
Q885L4	prediction-disorder-glo	4..6,108..113,130..130,132..132,135..135	0.088	12	
Q885L4	prediction-disorder-iups	1..5,102..102,105..137	0.285	39	
Q885L4	prediction-disorder-espD	55..137	0.606	83	
Q885L4	prediction-disorder-espN	3..3,24..29,104..137	0.299	41	
Q885L4	prediction-disorder-mobidb_lite	102..137	0.263	36	
Q885L4	prediction-polyampholyte-mobidb_lite_sub	102..137	0.263	36	
Q885L4	prediction-disorder-th_50	3..3,5..5,102..137	0.277	38	
Q885L4	homology-domain-merge	7..132	0.92	126	
Q885L4	curated-disorder-disprot	21..35,100..130	0.336	46	
Q885L4	curated-disorder-merge	21..35,100..130	0.336	46	
Q885L4	curated-disorder-priority	21..35,100..130	0.336	46	
Q885L4	derived-mobile_context_dependent-th_90	1..100	0.73	100	
Q885L4	derived-observed-priority	1..20,36..99	0.613	84	
Q885L4	derived-observed-th_90	1..100	0.73	100	
Q885L4	prediction-disorder-priority	131..137	0.051	7	
Q885L4	prediction-lip-priority	89..98,130..137	0.131	18	
N1NXA6	prediction-lip-anchor	46..50	0.051	5	
N1NXA6	prediction-disorder-vsl	1..7,59..70,79..99	0.404	40	
N1NXA6	prediction-disorder-espX	1..5,93..99	0.121	12	
N1NXA6	prediction-disorder-dis465	1..6,63..68,93..99	0.192	19	
N1NXA6	prediction-disorder-disHL	1..3,6..7,10..13,38..43,93..99	0.222	22	
N1NXA6	prediction-disorder-espD	1..14,28..99	0.869	86	
N1NXA6	prediction-disorder-glo	1..1,4..4,6..6,8..10,46..59,93..93,95..95	0.222	22	
N1NXA6	prediction-disorder-iups	1..6,59..61,96..99	0.131	13	
N1NXA6	prediction-disorder-espN	1..2,95..99	0.071	7	
N1NXA6	prediction-low_complexity-seg	15..24	0.101	10	
N1NXA6	prediction-disorder-iupl	61..61	0.01	1	
N1NXA6	prediction-disorder-jronn	61..70,94..99	0.162	16	
N1NXA6	homology-domain-pfam	67..99,7..44	0.717	71	
N1NXA6	prediction-disorder-th_50	1..6,61..61,93..99	0.141	14	
N1NXA6	prediction-low_complexity-merge	15..24	0.101	10	
N1NXA6	homology-domain-merge	7..44,67..99	0.717	71	
N1NXA6	curated-disorder-disprot	64..99	0.364	36	
N1NXA6	curated-disorder-merge	64..99	0.364	36	
N1NXA6	curated-disorder-priority	64..99	0.364	36	
N1NXA6	derived-binding_mode_disorder_to_disorder-mobi	64..99	0.364	36	
N1NXA6	derived-binding_mode_disorder_to_disorder-priority	64..99	0.364	36	
N1NXA6	derived-binding_mode_disorder_to_order-mobi	1..4,48..63	0.202	20	
N1NXA6	derived-binding_mode_disorder_to_order-priority	1..4,48..63	0.202	20	
N1NXA6	derived-lip-merge	1..63	0.636	63	
N1NXA6	derived-lip-priority	1..63	0.636	63	
N1NXA6	derived-lip-th_90	1..63	0.636	63	
N1NXA6	derived-missing_residues-th_90	64..99	0.364	36	
N1NXA6	derived-missing_residues_context_dependent-th_90	1..4,48..63	0.202	20	
N1NXA6	derived-observed-priority	5..47	0.434	43	
N1NXA6	derived-observed-th_90	5..47	0.434	43	
Q9NJS1	prediction-disorder-iupl	25..51,55..56,62..64,68..83	0.578	48	
Q9NJS1	prediction-disorder-iups	1..1,27..58,60..60,62..65,67..83	0.663	55	
Q9NJS1	prediction-disorder-vsl	1..3,26..83	0.735	61	
Q9NJS1	prediction-disorder-glo	2..2,8..8,25..45,70..73,77..77,79..80,82..83	0.386	32	
Q9NJS1	prediction-low_complexity-seg	5..16	0.145	12	
Q9NJS1	prediction-disorder-jronn	1..2,22..83	0.771	64	
Q9NJS1	prediction-disorder-espD	1..83	1	83	
Q9NJS1	prediction-disorder-dis465	1..4,26..41,75..83	0.349	29	
Q9NJS1	prediction-disorder-disHL	1..4,22..41,49..51,64..83	0.566	47	
Q9NJS1	prediction-disorder-espN	1..4,21..54,65..83	0.687	57	
Q9NJS1	prediction-disorder-espX	1..6,15..83	0.904	75	
Q9NJS1	homology-domain-pfam	1..64	0.771	64	
